AUD/USD, Last, 0.71997,
AUD/USD, Ask, 0.71975,
AUD/USD, Bid, 0.71961,
AUD/USD, Mark, 0.71968,
AUD/USD, Volume, 81040000,
AUD/USD, LAST_SIZE, 10000,
AUD/USD, Open, 0.71918,
AUD/USD, High, 0.72118,
AUD/USD, Low, 0.71671,
AUD/USD, BID_SIZE, 1000000,
AUD/USD, Close, 0.71924,
AUD/USD, Volume, 81040000,
AUD/USD, Bid, 0.71961,
AUD/USD, BID_SIZE, 1000000,
AUD/USD, High, 0.72118,
AUD/USD, Close, 0.71924,
AUD/USD, Ask, 0.71975,
AUD/USD, Open, 0.71918,
AUD/USD, Last, 0.71997,
AUD/USD, Mark, 0.71968,
AUD/USD, Low, 0.71671,
AUD/USD, LAST_SIZE, 10000,
AUD/USD, Volume, 81040000,
AUD/USD, Bid, 0.7196,
AUD/USD, BID_SIZE, 1000000,
AUD/USD, High, 0.72118,
AUD/USD, Close, 0.71924,
AUD/USD, Ask, 0.71974,
AUD/USD, Open, 0.71918,
AUD/USD, Last, 0.71997,
AUD/USD, Mark, 0.71967,
AUD/USD, Low, 0.71671,
AUD/USD, LAST_SIZE, 10000,
AUD/USD, Volume, 81040000,
AUD/USD, Bid, 0.71958,
AUD/USD, BID_SIZE, 1000000,
AUD/USD, High, 0.72118,
AUD/USD, Close, 0.71924,
AUD/USD, Ask, 0.71972,
AUD/USD, Open, 0.71918,
AUD/USD, Last, 0.71997,
AUD/USD, Mark, 0.71965,
AUD/USD, Low, 0.71671,
AUD/USD, LAST_SIZE, 10000,
AUD/USD, Volume, 81040000,
AUD/USD, Bid, 0.7196,
AUD/USD, BID_SIZE, 1000000,
AUD/USD, High, 0.72118,
AUD/USD, Close, 0.71924,
AUD/USD, Ask, 0.71974,
AUD/USD, Open, 0.71918,
AUD/USD, Last, 0.71997,
AUD/USD, Mark, 0.71967,
AUD/USD, Low, 0.71671,
AUD/USD, LAST_SIZE, 10000,
AUD/USD, Volume, 81040000,
AUD/USD, Bid, 0.71959,
AUD/USD, BID_SIZE, 1000000,
AUD/USD, High, 0.72118,
AUD/USD, Close, 0.71924,
AUD/USD, Ask, 0.71973,
AUD/USD, Open, 0.71918,
AUD/USD, Last, 0.71997,
AUD/USD, Mark, 0.71966,
AUD/USD, Low, 0.71671,
AUD/USD, LAST_SIZE, 10000,
AUD/USD, Volume, 81040000,
AUD/USD, Bid, 0.71958,
AUD/USD, BID_SIZE, 1000000,
AUD/USD, High, 0.72118,
AUD/USD, Close, 0.71924,
AUD/USD, Ask, 0.71972,
AUD/USD, Open, 0.71918,
AUD/USD, Last, 0.71997,
AUD/USD, Mark, 0.71965,
AUD/USD, Low, 0.71671,
AUD/USD, LAST_SIZE, 10000,
AUD/USD, Volume, 81040000,
AUD/USD, Bid, 0.71959,
AUD/USD, BID_SIZE, 1000000,
AUD/USD, High, 0.72118,
AUD/USD, Close, 0.71924,
AUD/USD, Ask, 0.71973,
AUD/USD, Open, 0.71918,
AUD/USD, Last, 0.71997,
AUD/USD, Mark, 0.71966,
AUD/USD, Low, 0.71671,
AUD/USD, LAST_SIZE, 10000,
AUD/USD, Volume, 81040000,
AUD/USD, Bid, 0.7196,
AUD/USD, BID_SIZE, 1000000,
AUD/USD, High, 0.72118,
AUD/USD, Close, 0.71924,
AUD/USD, Ask, 0.71974,
AUD/USD, Open, 0.71918,
AUD/USD, Last, 0.71997,
AUD/USD, Mark, 0.71967,
AUD/USD, Low, 0.71671,
AUD/USD, LAST_SIZE, 10000,
AUD/USD, Volume, 81040000,
AUD/USD, Bid, 0.71961,
AUD/USD, BID_SIZE, 1000000,
AUD/USD, High, 0.72118,
AUD/USD, Close, 0.71924,
AUD/USD, Ask, 0.71975,
AUD/USD, Open, 0.71918,
AUD/USD, Last, 0.71997,
AUD/USD, Mark, 0.71968,
AUD/USD, Low, 0.71671,
AUD/USD, LAST_SIZE, 10000,
AUD/USD, Volume, 81040000,
AUD/USD, Bid, 0.71963,
AUD/USD, BID_SIZE, 1000000,
AUD/USD, High, 0.72118,
AUD/USD, Close, 0.71924,
AUD/USD, Ask, 0.71977,
AUD/USD, Open, 0.71918,
AUD/USD, Last, 0.71997,
AUD/USD, Mark, 0.7197,
AUD/USD, Low, 0.71671,
AUD/USD, LAST_SIZE, 10000,
AUD/USD, Volume, 81040000,
AUD/USD, Bid, 0.71964,
AUD/USD, BID_SIZE, 1000000,
AUD/USD, High, 0.72118,
AUD/USD, Close, 0.71924,
AUD/USD, Ask, 0.71978,
AUD/USD, Open, 0.71918,
AUD/USD, Last, 0.71997,
AUD/USD, Mark, 0.71971,
AUD/USD, Low, 0.71671,
AUD/USD, LAST_SIZE, 10000,
AUD/USD, Volume, 81040000,
AUD/USD, Bid, 0.71965,
AUD/USD, BID_SIZE, 1000000,
AUD/USD, High, 0.72118,
AUD/USD, Close, 0.71924,
AUD/USD, Ask, 0.71979,
AUD/USD, Open, 0.71918,
AUD/USD, Last, 0.71997,
AUD/USD, Mark, 0.71972,
AUD/USD, Low, 0.71671,
AUD/USD, LAST_SIZE, 10000,
AUD/USD, Volume, 81040000,
AUD/USD, Bid, 0.71964,
AUD/USD, BID_SIZE, 1000000,
AUD/USD, High, 0.72118,
AUD/USD, Close, 0.71924,
AUD/USD, Ask, 0.71978,
AUD/USD, Open, 0.71918,
AUD/USD, Last, 0.71997,
AUD/USD, Mark, 0.71971,
AUD/USD, Low, 0.71671,
AUD/USD, LAST_SIZE, 10000,
AUD/USD, Volume, 81040000,
AUD/USD, Bid, 0.71965,
AUD/USD, BID_SIZE, 1000000,
AUD/USD, High, 0.72118,
AUD/USD, Close, 0.71924,
AUD/USD, Ask, 0.71979,
AUD/USD, Open, 0.71918,
AUD/USD, Last, 0.71997,
AUD/USD, Mark, 0.71972,
AUD/USD, Low, 0.71671,
AUD/USD, LAST_SIZE, 10000,
AUD/USD, Volume, 81040000,
AUD/USD, Bid, 0.71964,
AUD/USD, BID_SIZE, 1000000,
AUD/USD, High, 0.72118,
AUD/USD, Close, 0.71924,
AUD/USD, Ask, 0.71978,
AUD/USD, Open, 0.71918,
AUD/USD, Last, 0.71997,
AUD/USD, Mark, 0.71971,
AUD/USD, Low, 0.71671,
AUD/USD, LAST_SIZE, 10000,
AUD/USD, Volume, 81040000,
AUD/USD, Bid, 0.71963,
AUD/USD, BID_SIZE, 1000000,
AUD/USD, High, 0.72118,
AUD/USD, Close, 0.71924,
AUD/USD, Ask, 0.71977,
AUD/USD, Open, 0.71918,
AUD/USD, Last, 0.71997,
AUD/USD, Mark, 0.7197,
AUD/USD, Low, 0.71671,
AUD/USD, LAST_SIZE, 10000,
AUD/USD, Volume, 81040000,
AUD/USD, Bid, 0.71962,
AUD/USD, BID_SIZE, 1000000,
AUD/USD, High, 0.72118,
AUD/USD, Close, 0.71924,
AUD/USD, Ask, 0.71976,
AUD/USD, Open, 0.71918,
AUD/USD, Last, 0.71997,
AUD/USD, Mark, 0.71969,
AUD/USD, Low, 0.71671,
AUD/USD, LAST_SIZE, 10000,
AUD/USD, Volume, 81040000,
AUD/USD, Bid, 0.71963,
AUD/USD, BID_SIZE, 1000000,
AUD/USD, High, 0.72118,
AUD/USD, Close, 0.71924,
AUD/USD, Ask, 0.71977,
AUD/USD, Open, 0.71918,
AUD/USD, Last, 0.71997,
AUD/USD, Mark, 0.7197,
AUD/USD, Low, 0.71671,
AUD/USD, LAST_SIZE, 10000,
